elapsed_s,publish_time_s,odometry_time_s,commissioned_delay_ms,delay_prediction_steps,delay_prediction_model,x_m,y_m,yaw_rad,speed_mps,yaw_rate_radps,predicted_start_x_m,predicted_start_y_m,predicted_start_yaw_rad,predicted_start_speed_mps,projected_start_speed_mps,predicted_start_yaw_rate_radps,progress_m,lateral_error_m,yaw_error_rad,reference_speed_mps,published_speed_command_mps,published_steering_command_rad,next_speed_command_mps,next_steering_command_rad,first_delta_speed_mps,first_delta_yaw_rad,desired_next_speed_mps,desired_next_yaw_rad,raw_steering_command_rad,steering_command_saturated,solver_success,solver_status,solver_iterations,solver_time_s,mpc_total_compute_s,cycle_compute_s,deadline_met,constraint_violation,objective,warm_start_source,fallback_reason
0.0,15.066,15.054,4.566666700000001,1,learned_h2,0.12024192119046706,-1.5104585160330406,0.6961873546570357,0.00022040106402036714,4.690453891354924e-07,0.12015127850252805,-1.5105342740737777,0.6961827566830465,-0.0026560849067463585,0.0,-9.25839355468995e-05,-0.008482723216062103,0.4929292243040491,0.6982201270902183,0.5,0.0,0.0,4.065101730523208,1.5519486753653974e-43,4.065101730523208,1.1800856865516078e-43,4.065101730523208,0.6961827566830465,1.5519486753653974e-43,False,True,Solve_Succeeded,14,0.021116748997883406,0.02386765300616389,0.024319977004779503,True,3.1204270833917747e-09,562.4048288748455,shifted_warm_start,
0.1,15.166,15.156,4.566666700000001,1,learned_h2,0.1201799233932832,-1.5105102895188693,0.6961873175022782,0.0002203513224698032,6.778018011058861e-07,0.1268254014502717,-1.5049588922683828,0.6956842286364253,0.1728978886377381,0.1728978886377381,-0.010062652585118395,-0.008544936696450412,0.4928773248778328,0.6982207371730617,0.5,4.065101730523208,1.5519486753653974e-43,4.124993359973366,-0.04201068693995467,3.9520954713356273,-0.03194449090165217,4.124993359973366,0.6637397377347731,-0.04201068693995467,False,True,Solve_Succeeded,15,0.022211743002117146,0.024939557995821815,0.025291284000559244,True,1.583762232471031e-09,563.0015676289256,shifted_warm_start,
0.2,15.266,15.258,4.566666700000001,1,learned_h2,0.1274323234311716,-1.504448316209794,0.6961866848021151,0.21622829297658208,-1.9441187443206002e-05,0.15287052260589612,-1.4832123819622207,0.6949221354444254,0.39216818356328786,0.39216818356328786,-0.025266659747894795,-0.0012669932884095446,0.4989537598496164,0.6981448580621327,0.5,4.124993359973366,-0.04201068693995467,4.175409762124888,-0.09357788191351306,3.7832415785616003,-0.07115565145732236,4.175409762124888,0.623766483987103,-0.09357788191351306,False,True,Solve_Succeeded,15,0.02224210400163429,0.02533263499935856,0.025689109999802895,True,1.3729492542857713e-09,566.0971018071104,shifted_warm_start,
0.3,15.366,15.36,4.566666700000001,1,learned_h2,0.15385314904595693,-1.4823681730533993,0.6959648760374486,0.4590154966723097,-0.005721730136526764,0.19909969324548513,-1.444642066975244,0.6939444222997789,0.6221997692846615,0.6221997692846615,-0.03347815231086715,0.025250866680761586,0.521082034432562,0.6976539435692504,0.5,4.175409762124888,-0.09357788191351306,4.2029235540410985,-0.14393153097587305,3.580723784756437,-0.10944404428071476,4.2029235540410985,0.5845003780190642,-0.14393153097587305,False,True,Solve_Succeeded,14,0.020325944999058265,0.022872731999086682,0.02322796399676008,True,2.5520085489283417e-09,572.0247661700123,shifted_warm_start,
0.4,15.466,15.462,4.566666700000001,1,learned_h2,0.1989296648570671,-1.4447552065814375,0.694506612069265,0.6921279469986451,-0.024692100742990827,0.2629069143869576,-1.3917200397912564,0.6896744753480203,0.8513127402550875,0.8513127402550875,-0.06772005373814297,0.0705124889788382,0.5587609986242633,0.6957505614939702,0.5,4.2029235540410985,-0.14393153097587305,4.197457197555217,-0.18885101301766394,3.346144457300129,-0.14360035282767672,4.197457197555217,0.5460741225203436,-0.18885101301766394,False,True,Solve_Succeeded,23,0.030231934004405048,0.03278087399667129,0.033247096005652566,True,1.0589895627077794e-09,576.3489831031349,shifted_warm_start,
0.5,15.566,15.564,4.566666700000001,1,learned_h2,0.2619766969804729,-1.3924408610966474,0.6902919420070994,0.9140984505987001,-0.05909749019509483,0.34327541238699155,-1.325909886898894,0.6812420290757731,1.0668843478087133,1.0668843478087133,-0.11413929801307619,0.13385648556365945,0.6111348840288044,0.6909434082053527,0.5,4.197457197555217,-0.18885101301766394,4.168913404639305,-0.22580196945287986,3.1020290568305913,-0.1716974770984415,4.168913404639305,0.5095445519773316,-0.22580196945287986,False,True,Solve_Succeeded,13,0.01781995400233427,0.020584536003298126,0.02123170599952573,True,6.578076972019176e-11,577.7157131263598,shifted_warm_start,
0.6,15.666,15.666,4.566666700000001,1,learned_h2,0.34233523042099967,-1.3266096456987453,0.6818469017280209,1.1224209464851644,-0.10630728258949845,0.43965808458726086,-1.248737614693107,0.6677114134699244,1.2679201382486112,1.2679201382486112,-0.16669308402505206,0.21464812258733865,0.6769897998611769,0.6817952531225022,0.5555555555599999,4.168913404639305,-0.22580196945287986,4.021610243041585,-0.25569860066333927,2.7536901047929736,-0.19443056558751062,4.021610243041585,0.47328084788241376,-0.25569860066333927,False,True,Solve_Succeeded,13,0.02543752199562732,0.027859551999426913,0.028210275995661505,True,3.6885409726572504e-09,574.8081353192083,shifted_warm_start,
0.7,15.766,15.734,4.566666700000001,1,learned_h2,0.40519495011014683,-1.2760137000161977,0.6733148935314397,1.2515931909560105,-0.14480050537039418,0.5452784174115827,-1.1667806065179565,0.6507296423048476,1.3858776096638081,1.3858776096638081,-0.2010070828040304,0.27788029665031616,0.7275663253370905,0.6727549252621523,0.6481481481533332,4.021610243041585,-0.25569860066333927,3.8293392189716666,-0.27092325671414513,2.4434616093078585,-0.2060072362425484,3.8293392189716666,0.44472240606229924,-0.27092325671414513,False,True,Solve_Succeeded,14,0.01773547199991299,0.020221989005221985,0.02102275300421752,True,3.181857943790334e-09,569.9186081122701,shifted_warm_start,
0.8,15.866,15.836,4.566666700000001,1,learned_h2,0.5128257227839909,-1.19165098973372,0.6557287595110001,1.4269164875916531,-0.20273611098469915,0.6716014629420678,-1.0731714069982727,0.6260215676484463,1.5488688600103704,1.5488688600103704,-0.2512494947371312,0.38619385427435027,0.8118255904736088,0.6543859243402798,0.7407407407466666,3.8293392189716666,-0.27092325671414513,3.4692010500585804,-0.2906866039103919,1.9203321900482098,-0.2210350806003198,3.4692010500585804,0.4049864870481265,-0.2906866039103919,False,True,Solve_Succeeded,15,0.02238087300065672,0.02500716099893907,0.025476729999354575,True,1.2203271726463072e-10,557.738847773019,shifted_warm_start,
0.9,15.966,15.938,4.566666700000001,1,learned_h2,0.6355584265781612,-1.0994265578164804,0.6328395274980229,1.5818124438201484,-0.2426679947436891,0.810870701529061,-0.9753353549688683,0.5988294845719878,1.6837333673511676,1.6837333673511676,-0.2794751097055129,0.5097312266822347,0.9038372942144943,0.630743322406529,0.8333333333399999,3.4692010500585804,-0.2906866039103919,2.230676460044904,-0.3083666797312422,0.5469430926937361,-0.23447882699768072,2.230676460044904,0.36435065757430707,-0.3083666797312422,False,True,Solve_Succeeded,11,0.014367446005053353,0.016924628005654085,0.017245142000319902,True,7.294276294089741e-12,544.8155091319206,shifted_warm_start,
1.0,16.066,16.04,4.566666700000001,1,learned_h2,0.7721210608140316,-1.0020824332511273,0.6052675578009591,1.7037648362251057,-0.292605007598924,0.9586364726801349,-0.8784042649334254,0.5654738782260067,1.7307289684226275,1.7307289684226275,-0.32438938905957587,0.647154908905213,1.0008478031414234,0.6025146246832634,0.9259259259333332,2.230676460044904,-0.3083666797312422,4.95203515304965e-07,-0.30831383758076486,-1.7307284732191122,-0.23443864637417508,4.95203515304965e-07,0.3310352318518316,-0.30831383758076486,False,True,Solve_Succeeded,10,0.014790454995818436,0.017911991002620198,0.018344497002544813,True,9.797800348820829e-10,521.7001294117043,shifted_warm_start,
1.1,16.166,16.142,4.566666700000001,1,learned_h2,0.9194966261349347,-0.9034617148242742,0.5738292824278838,1.7584055537101355,-0.3226815243870287,1.1075134892625507,-0.787377066281473,0.5321742829901179,1.6564477028235636,1.6564477028235636,-0.32605975322003355,0.7953346196113659,1.0990236991053983,0.5705911877878492,1.0185185185266667,4.95203515304965e-07,-0.30831383758076486,3.8650550293617414e-07,-0.2892140971445677,-1.6564473163180606,-0.21991540171835522,3.8650550293617414e-07,0.3122588812717627,-0.2892140971445677,False,True,Solve_Succeeded,10,0.02060830299888039,0.023720998004137073,0.024134657003742177,True,8.384186678256356e-10,501.30133321075243,shifted_warm_start,
