csv_row,waypoint_x,waypoint_y,projected_s,projected_s_wrapped,projected_x,projected_y,euclidean_error_m,signed_lateral_error_m
61.0,-0.016717,-1.999993,-0.14445051697623512,831.5735582557006,-0.01672788484428725,-2.0030067022336215,0.003013721890415762,0.003013721890415737
62.0,-0.016756,-1.999993,-0.14448951783754183,831.5735192548393,-0.01676688583968059,-2.0030065613556323,0.0030135810169408532,0.003013581016940828
63.0,-0.016795,-1.999993,-0.14452851909788933,831.573480253579,-0.016805887229274587,-2.0030064204567126,0.0030134401239606413,0.0030134401239606417
64.0,-0.016834,-1.999992,-0.14456752372552728,831.5734412489513,-0.016844891981683797,-2.0030062795261325,0.003014299204944124,0.003014299204944121
65.0,-0.016873,-1.999992,-0.14460652459843004,831.5734022480784,-0.016883892974647118,-2.003006138589625,0.0030141582729452583,0.0030141582729452552
66.0,-0.016912,-1.999992,-0.14464552535605435,831.5733632473208,-0.01692289384767551,-2.003005997634041,0.0030140173214370305,0.003014017321437031
67.0,-0.016951,-1.999992,-0.14468452622793393,831.5733242464489,-0.016961894830494404,-2.0030058566585485,0.0030138763504179264,0.0030138763504179264
68.0,-0.016989,-1.999992,-0.14472252710731937,831.5732862455695,-0.01699989581349599,-2.003005719278952,0.0030137389752727464,0.0030137389752727464
69.0,-0.017028,-1.999992,-0.14476152799181818,831.573247244685,-0.017038896799712107,-2.003005578264921,0.0030135979657295885,0.003013597965729588
70.0,-0.017067,-1.999992,-0.14480052704925583,831.5732082456276,-0.01707789595428069,-2.003005437237999,0.0030134569366724265,0.0030134569366718584
71.0,-0.017106,-1.999992,-0.1448395297817342,831.5731692428951,-0.01711689877936607,-2.0030052961782876,0.0030133158880997456,0.0030133158880997456
72.0,-0.017145,-1.999992,-0.14487853070806977,831.5731302419688,-0.017155899793958138,-2.0030051551056065,0.0030131748200114324,0.003013174820011432
73.0,-0.017184,-1.999992,-0.14491753162633358,831.5730912410505,-0.01719490079573701,-2.0030050140134534,0.0030130337324056817,0.0030130337324056817
74.0,-0.017222,-1.999992,-0.14495553280721651,831.5730532398696,-0.017232902053643962,-2.003004876519254,0.0030128962436574065,0.003012896243657393
75.0,-0.017261,-1.999992,-0.1449945338147245,831.5730142388621,-0.017271903135813615,-2.0030047353882723,0.0030127551175159867,0.003012755117515964
76.0,-0.0173,-1.999992,-0.14503353463078383,831.5729752380461,-0.017310904021860064,-2.003004594238478,0.00301261397185316,0.003012613971853149
77.0,-0.017339,-1.999992,-0.1450725352893869,831.5729362373875,-0.01734990474609327,-2.0030044530697486,0.0030124728066698385,0.003012472806669838
78.0,-0.017378,-1.999992,-0.14511153666398968,831.5728972360129,-0.017388906181827746,-2.00300431187892,0.0030123316219638715,0.0030123316219638416
79.0,-0.017416,-1.999992,-0.14514953716377477,831.5728592355131,-0.0174269067367506,-2.0030041742926445,0.0030121940385996492,0.0030121940385996492
80.0,-0.017456,-1.999992,-0.14518953812080326,831.572819234556,-0.017466907747308788,-2.003004029443417,0.003012049193980944,0.003012049193980944
81.0,-0.017495,-1.999992,-0.14522853906851196,831.5727802336083,-0.017505908742659313,-2.003003888195606,0.003011907950701261,0.0030119079507012615
82.0,-0.017534,-1.999992,-0.1452675400399812,831.5727412326369,-0.01754490975740922,-2.003003746928198,0.0030117666878955204,0.00301176668789552
83.0,-0.017572,-1.999992,-0.14530554096074866,831.5727032317161,-0.017582910715958085,-2.003003609264357,0.0030116290284300734,0.0030116290284300734
84.0,-0.01761,-1.999992,-0.1453435421467475,831.5726652305301,-0.0176209119355916,-2.0030034715810285,0.003011491350424392,0.003011491350424381
85.0,-0.017649,-1.999992,-0.14538254285912444,831.5726262298177,-0.01765991267819118,-2.0030033302570196,0.003011350030034216,0.0030113500300342163
86.0,-0.017688,-1.999992,-0.14542154383525485,831.5725872288416,-0.017698913680077102,-2.00300318891254,0.003011208690113695,0.003011208690113695
87.0,-0.017727,-1.999992,-0.1454605449941937,831.5725482276827,-0.017737914860384514,-2.0030030475478804,0.0030110673306609674,0.0030110673306609614
