epoch,train_loss,validation_loss
1,26.357605122106026,11.752682076128396
2,10.342265484433762,9.89467567477419
3,5.08257101033185,10.025459569389538
4,3.2325231751191965,9.396979796295838
5,2.204329503861915,8.498308616441419
6,1.6506849958714584,7.78493654463717
7,1.3086696687066253,7.318919172148661
8,1.068436101958746,6.119899216033955
9,0.8704900305216721,5.340682949992249
10,0.7111874019355169,4.478075742896408
11,0.5705708301589734,3.7002620781289783
12,0.45355209834117083,3.0792373999482145
13,0.36691323737558873,2.4580644297655163
14,0.3011987241304193,2.150545634419173
15,0.26103733450651356,2.036338626061028
16,0.23647675703701715,1.7348339100656096
17,0.22482873006337462,1.5729495152500803
18,0.2043132620341382,1.5769667508471588
19,0.19279181482175053,1.4894130918667245
20,0.18442221011304694,1.4765535355333088
21,0.17700232780455166,1.5092467249600603
22,0.17484461586327105,1.3327488847844293
23,0.16738490103830725,1.4469836438378267
24,0.15682918011430555,1.3695089255727955
25,0.15281563652012173,1.3011419848433297
26,0.14723965565118538,1.306028415440464
27,0.138144522733308,1.2604430820137222
28,0.1341184960422601,1.2814113905500364
29,0.12924652474503978,1.1492866876218202
30,0.12461461089658975,1.1805546800939868
31,0.11963180832641077,1.1765223922963208
32,0.11563744510730962,1.2014714631857897
33,0.11206617161760615,1.1709922281988792
34,0.11180754430734777,1.1558020709196624
35,0.10278536439942926,1.0808063380182218
36,0.10262931313837835,1.1120996771033032
37,0.09713521995074603,1.0642280745401376
38,0.09574291380809005,1.045366551476923
39,0.09251203593252776,1.0307243757382172
40,0.0890786587308317,1.0306175468827086
41,0.08614517272699539,1.086719866587041
42,0.08363946096160786,0.9877147348512649
43,0.08125834730049344,0.9691207391359252
44,0.08103459763209421,1.0034101582733328
45,0.07706128221129345,0.9703423111800303
46,0.07475021824228954,0.9190637606015184
47,0.07443816665822957,0.9475053163655733
48,0.07295155613183413,0.9608804184622878
49,0.07070458474136719,0.8775816819311218
50,0.06996641634166538,0.9611789872384153
51,0.06943032547843266,0.900784520361927
52,0.06598059383492963,0.8736908244857907
53,0.06354833622439832,0.8275180731012426
54,0.06579315437654502,0.8476164916790099
55,0.06238038274863986,0.9341743308735095
56,0.06055852990354087,0.8529282521403053
57,0.05841597504337076,0.8210093415132208
58,0.05773768071754809,0.835798972578916
59,0.05836386534152491,0.8553936747175968
60,0.05484732347426922,0.7824153035898563
61,0.056763292445938786,0.8334687896032794
62,0.05378645682344284,0.8018293874083279
63,0.05281538444729309,0.8243809846124213
64,0.05202105604415176,0.8101538009856581
65,0.050362144541401026,0.8199619940060738
66,0.05060729182468753,0.8436147978352055
67,0.050249687277466815,0.8198326279711575
68,0.04721869483425904,0.8162676904501085
69,0.04974623161510544,0.8075927592792113
70,0.047822998037522185,0.7873037896754106
71,0.04489599271427925,0.8376775752459173
72,0.04450689095537499,0.7732396070217663
73,0.04212460480777024,0.8299322169659006
74,0.04522608330742608,0.8660804115969207
75,0.04141016880392919,0.8049741465928618
76,0.041513313248272614,0.8267023259873418
77,0.040298053015798634,0.8306016056012785
78,0.04168033127520723,0.8087003687967339
79,0.03894676759885978,0.8140748461788566
80,0.03871180325730896,0.7911533674818975
81,0.03718304848120035,0.7576284709889223
82,0.0375410642991015,0.8383051685787339
83,0.03609635747971106,0.7877647035331448
84,0.03530993981800565,0.8192355121586671
85,0.035111611243215206,0.7925939234022192
86,0.0340261806669635,0.8692280754891395
87,0.033655733283588625,0.8870341346916079
88,0.032475160640607945,0.8328456554945554
89,0.03483872854902781,0.8401022784416764
90,0.031008555837575766,0.8313694702457719
91,0.030433206182394527,0.8712428479286632
92,0.030733214778768458,0.8885369400458588
93,0.030640835596414194,0.8129367571830448
94,0.02852404552771644,0.8592031708283464
95,0.028620485209536597,0.8254144512674852
96,0.027456144213078217,0.866122319616834
97,0.02763468888496608,0.8838054407120839
98,0.02693597678211426,0.8843571077382636
99,0.026885317222585955,0.9178892309586802
100,0.027878522546925247,0.9210437361558965
101,0.026217337193838005,0.8779254430113299
