elapsed_s,publish_time_s,odometry_time_s,measurement_age_at_takeover_ms,commissioned_delay_ms,command_delay_steps,state_prediction_enabled,x_m,y_m,yaw_rad,speed_mps,yaw_rate_radps,progress_m,lateral_error_m,yaw_error_rad,reference_speed_mps,published_speed_command_mps,published_steering_command_rad,next_reference_speed_mps,next_speed_command_mps,next_steering_command_rad,next_raw_steering_command_rad,next_desired_yaw_rad,next_yaw_compensation_rad,next_inner_yaw_error_rad,next_steering_saturated,next_speed_saturated,controller_compute_s,deadline_met
2.4,17.555,17.544,15.566666699999843,4.566666700000001,1,False,1.7704894254132995,-2.0046785658142348,0.0010531563339851145,1.9437963867292003,0.004155288562793536,1.642764756898873,-0.004705626468949372,-0.0006066229890814869,4.152777777803333,4.152777777803333,0.002715310453689389,4.33333333336,4.33333333336,0.0016894279221280357,0.0016894279221280357,0.002930298469682932,0.0012705191466163305,0.0018771421356978174,False,False,0.0005057180023868568,True
2.5,17.655,17.646,13.566666700000951,4.566666700000001,1,False,1.9758984202787109,-2.0044208432281816,0.0014342416177194998,2.0857230139222596,0.0033486517798352834,1.848177850539356,-0.004702919005394603,0.0006140594862997333,4.33333333336,4.33333333336,0.0016894279221280357,4.513888888916667,4.513888888916667,0.0005901557806411285,0.0005901557806411285,0.0020899702628763093,0.001269788131456543,0.0006557286451568094,False,False,0.0005128020056872629,True
2.6,17.755,17.748,11.566666699998507,4.566666700000001,1,False,2.195917462375922,-2.0040719252397707,0.0017098164831220463,2.2300827516502175,0.0021573099845230855,2.06820121571967,-0.00443385092851361,0.0018068332120951558,4.513888888916667,4.513888888916667,0.0005901557806411285,4.6944444444733335,4.6944444444733335,-0.0005487241152568328,-0.0005487241152568328,0.0011001230217255655,0.001197139750698675,-0.0006096934613964809,False,False,0.0006094330019550398,True
2.7,17.855,17.85,9.566666699999615,4.566666700000001,1,False,2.430787277892793,-2.003650509778797,0.0018478855559293272,2.37672253370419,0.0007073213571382206,2.3030748241170818,-0.0038731850615444144,0.002938605399614467,4.6944444444733335,4.6944444444733335,-0.0005487241152568328,4.87500000003,4.87500000003,-0.0017035608896977274,-0.0017035608896977274,-4.495987706814751e-05,0.001045759966616992,-0.0018928454329974749,False,False,0.0004710690045612864,True
2.8,17.955,17.951999999999998,7.566666700000724,4.566666700000001,1,False,2.6807335365603553,-2.0031873626277763,0.0018255390904040006,2.5254993348598123,-0.0009373193697845903,2.553023689180097,-0.0030042550168314073,0.003982603799817348,4.87500000003,4.87500000003,-0.0017035608896977274,5.0555555555866665,5.0555555555866665,-0.0028543094507455817,-0.0028543094507455817,-0.0013459158548688676,0.00081114885454448,-0.0031714549452728684,False,False,0.00048215100105153397,True
2.9,18.055,18.054,5.566666700001832,4.566666700000001,1,False,2.9459678147810386,-2.00272535867259,0.0016243158927341198,2.676279176624177,-0.002758855342792991,2.818258499257038,-0.0018199250055734185,0.004913125378949912,5.0555555555866665,5.0555555555866665,-0.0028543094507455817,5.236111111143334,5.236111111143334,-0.003979571064700581,-0.003979571064700581,-0.0027974297347109706,0.000491379751504823,-0.00442174562744509,False,False,0.0006099640013417229,True
3.0,18.155,18.122,37.56666670000186,4.566666700000001,1,False,3.1313796935712515,-2.0024446901971715,0.0013816077889439705,2.778857268871074,-0.004361981201151173,3.0036690940921664,-0.0008565454529769927,0.00545592376868914,5.236111111143334,5.236111111143334,-0.003979571064700581,5.4166666667,5.4166666667,-0.004702190846746816,-0.004702190846746816,-0.003843048707441381,0.00023126727230378806,-0.0052246564963853515,False,False,0.0005104270021547563,True
3.1,18.255,18.224,35.566666699999416,4.566666700000001,1,False,3.422522911325318,-2.002115082263706,0.0008458146534792725,2.9327787883024525,-0.006413390031938769,3.2948076538306212,0.0008354102114738881,0.006116582306922193,5.4166666667,5.4166666667,-0.004702190846746816,5.4166666667,5.4166666667,-0.005707928757618129,-0.005707928757618129,-0.00549632841054087,-0.0002255607570979498,-0.006342143064020143,False,False,0.00048399600200355053,True
3.2,18.355,18.326,33.566666700000525,4.566666700000001,1,False,3.729456533850332,-2.0019642256461663,0.00010888978451662959,3.0883870598615943,-0.008115510100313587,3.6017330454113328,0.0027852573131306887,0.00654356848737193,5.4166666667,5.4166666667,-0.005707928757618129,5.4166666667,5.4166666667,-0.006566029165725495,-0.006566029165725495,-0.007186698177400587,-0.000752019474545286,-0.007295587961917217,False,False,0.0006370970004354604,True
3.3,18.455,18.428,31.56666669999808,4.566666700000001,1,False,4.0520875577562405,-2.002070842187299,-0.0008010925277898336,3.2380524131325927,-0.009932196722965829,3.9243526425517112,0.004937384901904438,0.00674779200011209,5.4166666667,5.4166666667,-0.006566029165725495,5.4166666667,5.4166666667,-0.007272797331263657,-0.007272797331263657,-0.00888197845141612,-0.0013330939235141983,-0.008080885923626286,False,False,0.0006217170011950657,True
