epoch,train_loss,validation_loss
1,0.004005485395456006,0.0016254105597895356
2,0.003367075496382869,0.0016991857247244124
3,0.0028337583900874207,0.0020771255975853744
4,0.0025454487983481424,0.0022728537743993684
5,0.002314936055499277,0.00241350719921989
6,0.002079638052957168,0.002221184011334447
7,0.0018372084779937747,0.00225816291232612
8,0.0016064188436599105,0.002095536830760915
9,0.001398111943831774,0.0020311316945985708
10,0.0012274146024849573,0.0016184933670092762
11,0.00109205098745597,0.001444701223606534
12,0.0009866465282163755,0.0013168080292035272
13,0.0009152285460157284,0.001145515601277584
14,0.0008590037405348508,0.0010644131503088948
15,0.0008181316034043813,0.00097735679539437
16,0.000783058606387727,0.0008901945886655879
17,0.0007485350003246527,0.0008879193690316358
18,0.0007218715373818187,0.0008088894737764607
19,0.0006995915734226917,0.0007904529281120283
20,0.0006763948660023557,0.0007498804320755876
21,0.0006531532585122593,0.0006937040924440809
22,0.0006284138457226762,0.0006988255636446923
23,0.0006141428288908759,0.0006696075100001746
24,0.0005971560180172396,0.0006062350695029332
25,0.0005750837797005394,0.000583717070278409
26,0.000554893682948106,0.0005991636266037525
27,0.0005358953465066945,0.000580071329068947
28,0.0005209110418310875,0.0005783015469627443
29,0.0005035737460289317,0.0005590518954821365
30,0.0004858763602333867,0.0004979536662084507
31,0.00047471738512743454,0.0005403198642583983
32,0.0004554541245366856,0.0004745973962052168
33,0.0004421106389735582,0.000447678699611815
34,0.0004330089429666282,0.0004833121888051632
35,0.000414143967112989,0.0004624494759876347
36,0.0004047958622093366,0.00046733144252498506
37,0.00038979680092773953,0.0004214412517610079
38,0.00037636490696655575,0.000422811956905104
39,0.00036309743805782525,0.00040717721156218676
40,0.0003566121793749511,0.0004077332289385466
41,0.0003445373841703745,0.00039112834519197133
42,0.00034150919085071917,0.0003881558600472214
43,0.0003266245628570675,0.000369184397876454
44,0.00032227659690309507,0.00039644893441097707
45,0.0003080814480366316,0.00035276878095641075
46,0.00030419817322621917,0.00040522158195510015
47,0.0003007371802695665,0.00040209875143014807
48,0.00029130010999098516,0.00037292780651784275
49,0.00028261166794453957,0.00036285557714076436
50,0.00027651833812632025,0.0003500105587361148
51,0.00027111351500401737,0.00035907368933614617
52,0.0002666438737985008,0.0003330747805553391
53,0.00026316287858370145,0.00030902308895006553
54,0.00025898801090542796,0.0003510330309423415
55,0.00025236129331785096,0.0003224223292780622
56,0.0002534625725598211,0.0003004551497645718
57,0.0002447418940578332,0.00029897356075882003
58,0.00023984839036025605,0.000311960683430823
59,0.000244119995737828,0.00030322628900248126
60,0.00023399663840310803,0.0002857983423033115
61,0.00023154226344918155,0.00033107834665109954
62,0.00023617499329633182,0.0002765933783627367
63,0.0002253649445401896,0.00029944910100816166
64,0.0002216464756827825,0.0002713529706160873
65,0.0002191489253261358,0.0002695153469851838
66,0.00021954007849399784,0.00027872313322015516
67,0.0002177344428547391,0.000296630777462946
68,0.00021460475514281042,0.000267780566225792
69,0.0002112119186856446,0.0002609889839029933
70,0.00021547948058834004,0.00026392937489474425
71,0.00021804096755589458,0.0002546816918668374
72,0.0002214070489228952,0.00024297636072733987
73,0.00021160328224268713,0.0002569907910457661
74,0.00020510890440841853,0.00024374073743830708
75,0.00020287163408805325,0.00024401154722475385
76,0.00020153481611139646,0.0002442897097379421
77,0.00020285497424726607,0.00025168512655764384
78,0.00020158994955509,0.00026532682966184056
79,0.00020674484296239154,0.00023389848487199945
80,0.00020439880819261597,0.0002356703687707244
81,0.00020046725612990913,0.0002418923757415906
82,0.00019649057720259877,0.00023499071440835588
83,0.00019605566701142913,0.00023782685026582244
84,0.00019615006950835157,0.00023061626712279936
85,0.00019787973049170912,0.00026751572105937325
86,0.0001980410774526109,0.00025627960162568866
87,0.0001968712063808777,0.0002566558402178917
88,0.00019784722685929577,0.0002151598654587151
89,0.00019123350185190868,0.00022734174128269873
90,0.00019184798502013277,0.00022364496082404682
91,0.00019956284257506205,0.0002121395797172429
92,0.0001980082483429782,0.00021027896274491262
93,0.00019282980568434118,0.00022630764590310588
94,0.00019081993541268004,0.00020938262047525357
95,0.00019420023764347194,0.0002240775285745938
96,0.0001924959416493809,0.00021000099779729692
97,0.00018888905504273524,0.00021894910977168054
98,0.0001866985795515957,0.0002316451381130135
99,0.0001879155707203006,0.00020982303108100893
100,0.00018860242032196824,0.0002155796743365424
101,0.00018620609123761036,0.00023331685177901366
102,0.0001905593748247417,0.00021691000578349487
103,0.00018672932900160635,0.00022755632250614615
104,0.00018313682439016285,0.0002073322852807656
105,0.0001819427462834509,0.00022291095728101733
