profile_name,split,sample_index,nominal_time_s,anchor_time_s,anchor_relative_s,actual_dt_s,command_publish_time_s,commissioned_delay_ms,speed_command_mps,steering_command_rad,x_m,y_m,vx_world_mps,vy_world_mps,speed_longitudinal_mps,yaw_rad,yaw_unwrapped_rad,yaw_rate_radps
train_speed_ramps,train,0,0.0,5563.9798666665,0.0,0.0,5563.975,4.866666500000001,0.0,0.0,-0.503893280597543,1.5268889507383607e-05,-0.10635500777142871,-5.607333585755712e-07,-0.10635500675987672,-0.00013274937036467094,-0.0001327493703647021,-7.19323728309708e-05
train_speed_ramps,train,1,0.1,5564.0798666665,0.0999999999994543,0.0999999999994543,5564.075,4.866666500000001,0.0,0.0,-0.5146151901404633,1.6790009093462562e-05,-0.10605680362768272,2.841103401992205e-06,-0.10605680289003322,-0.00014773512639498776,-0.00014773512639495241,-0.00017744060583255007
train_speed_ramps,train,2,0.2,5564.1798666665,0.1999999999998181,0.1000000000003638,5564.175,4.866666500000001,0.0,0.0,-0.5253065958687434,1.848297933088605e-05,-0.1057448474718499,5.1802392048336374e-06,-0.10574484690757206,-0.00016332215145631324,-0.00016332215145644,-0.00012130276061958245
train_speed_ramps,train,3,0.30000000000000004,5564.279866666499,0.2999999999992724,0.0999999999994543,5564.275,4.866666500000001,0.0,0.0,-0.5359661574047975,2.0299355831533624e-05,-0.10541977044885875,5.866361562045685e-06,-0.10541976990302432,-0.00017163086130622673,-0.00017163086130604112,-4.73117747264499e-05
train_speed_ramps,train,4,0.4,5564.3798666665,0.3999999999996362,0.1000000000003638,5564.375,4.866666500000001,0.0,0.0,-0.5465925983586546,2.2164275658844394e-05,-0.10508230483711273,5.7497058582887875e-06,-0.10508230424669922,-0.00017401008426976006,-0.00017401008426956593,-4.375512300504049e-06
train_speed_ramps,train,5,0.5,5564.4798666665,0.5,0.1000000000003638,5564.475,4.866666500000001,0.0,0.0,-0.5571847219827553,2.4030288272982296e-05,-0.10473326056977242,5.463110551570018e-06,-0.10473325993938573,-0.00017364808138609078,-0.00017364808138610357,9.494685484514955e-06
train_speed_ramps,train,6,0.6000000000000001,5564.5798666665,0.5999999999994543,0.0999999999994543,5564.575,4.866666500000001,0.0,0.0,-0.5677414098017042,2.5882512006086123e-05,-0.10437341756730428,5.229557563502832e-06,-0.10437341691342875,-0.00017274191290894692,-0.00017274191290894624,9.090804916155219e-06
train_speed_ramps,train,7,0.7000000000000001,5564.6798666665,0.6999999999998181,0.1000000000003638,5564.675,4.866666500000001,0.0,0.0,-0.5782616221582337,2.772012881724457e-05,-0.10400355486950336,5.0940052472678995e-06,-0.10400355420552725,-0.00017213470397026143,-0.0001721347039702577,4.783675805997365e-06
train_speed_ramps,train,8,0.8,5564.779866666499,0.7999999999992724,0.0999999999994543,5564.775,4.866666500000001,0.0,0.0,-0.5887443940729475,2.9546699690946774e-05,-0.10362439032639309,4.84608917084763e-06,-0.10362438962783112,-0.00017194430057143606,-0.00017194430057128807,1.4548118798934315e-06
train_speed_ramps,train,9,0.9,5564.8798666665,0.8999999999996362,0.1000000000003638,5564.875,4.866666500000001,0.0,0.0,-0.5991888324635689,3.1366734421555794e-05,-0.10323666005775776,4.6813707578699514e-06,-0.10323665933651417,-0.00017195124905899917,-0.00017195124905878956,1.2653027861986192e-06
train_speed_ramps,train,10,1.0,5564.9798666665,1.0,0.1000000000003638,5564.975,4.866666500000001,0.0,0.0,-0.6095941137661176,3.3180344989240264e-05,-0.10284099189347412,5.412742620846661e-06,-0.10284099130372372,-0.0001719607444874427,-0.00017196074448735585,1.899112139222571e-07
train_speed_ramps,train,11,1.1,5565.0798666665,1.0999999999994543,0.0999999999994543,5565.075,4.866666500000001,0.0,0.0,-0.619959302153546,3.4986964634801094e-05,-0.10243675927329828,4.650548020343506e-06,-0.10243675855829552,-0.0001719731990075246,-0.00017197319900763347,9.571350368256318e-07
train_speed_ramps,train,12,1.2000000000000002,5565.1798666665,1.199999999999818,0.1000000000003638,5565.175,4.866666500000001,0.0,0.0,-0.630283062176673,3.678847333145782e-05,-0.10201303643540106,4.477919307822665e-06,-0.10201303569672557,-0.00017199240778298375,-0.000171992407782857,1.0913454537831638e-06
