profile_name,split,sample_index,nominal_time_s,anchor_time_s,anchor_relative_s,actual_dt_s,command_publish_time_s,commissioned_delay_ms,speed_command_mps,steering_command_rad,x_m,y_m,vx_world_mps,vy_world_mps,speed_longitudinal_mps,yaw_rad,yaw_unwrapped_rad,yaw_rate_radps
train_steering_multistep,train,0,0.0,5629.979883333401,0.0,0.0,5629.975,4.883333400000001,0.0,0.0,-0.0038823291583815612,2.2784599009178264e-06,0.0002663990499515408,-1.126727593148362e-05,0.0002663990274954474,1.9929896533099623e-06,1.9929896531580825e-06,2.8106696606225223e-06
train_steering_multistep,train,1,0.1,5630.0798833334,0.0999999999994543,0.0999999999994543,5630.075,4.883333400000001,0.0,0.0,-0.003956963665101757,2.32071820597043e-06,0.0002654224414488978,-1.2799446624024995e-05,0.0002654224142713781,2.123288782129862e-06,2.1232887822881685e-06,7.841739329002105e-07
train_steering_multistep,train,2,0.2,5630.1798833334005,0.1999999999998181,0.1000000000003638,5630.175,4.883333400000001,0.0,0.0,-0.004031695220619726,2.3564371385740027e-06,0.000264456954363034,-1.2673646292113792e-05,0.0002644569299663684,1.9249531737486336e-06,1.9249531737409498e-06,-9.274723640609838e-07
train_steering_multistep,train,3,0.30000000000000004,5630.2798833334,0.2999999999992724,0.0999999999994543,5630.275,4.883333400000001,0.0,0.0,-0.0041065227813372775,2.3903876569938383e-06,0.00026351436285355917,-1.2681334403047023e-05,0.00026351433950459085,1.8411723030631322e-06,1.8411723030413215e-06,4.89002978017465e-07
train_steering_multistep,train,4,0.4,5630.3798833334,0.3999999999996362,0.1000000000003638,5630.375,4.883333400000001,0.0,0.0,-0.004181441805944682,2.4233107152057292e-06,0.0002626275000270956,-1.2700527375891352e-05,0.0002626274771222852,1.803419865886724e-06,1.8034198658984503e-06,6.572478261202502e-07
train_steering_multistep,train,5,0.5,5630.479883333401,0.5,0.1000000000003638,5630.475,4.883333400000001,0.0,0.0,-0.004256446715276481,2.455773421049522e-06,0.00026179575147435155,-1.270103224623207e-05,0.00026179572875343466,1.7888701924206885e-06,1.788870192631897e-06,8.075490475693049e-07
train_steering_multistep,train,6,0.6000000000000001,5630.5798833334,0.5999999999994543,0.0999999999994543,5630.575,4.883333400000001,0.0,0.0,-0.004331532485205934,2.4882441286191135e-06,0.00026101523929954597,-1.2701251393621475e-05,0.0002610152166988967,1.7793708178004408e-06,1.7793708177117342e-06,7.988815876948494e-07
train_steering_multistep,train,7,0.7000000000000001,5630.6798833334005,0.6999999999998181,0.1000000000003638,5630.675,4.883333400000001,0.0,0.0,-0.00440669407626099,2.5208199070913936e-06,0.0002602825802281612,-1.2700097346571353e-05,0.000260282557783815,1.767225812354667e-06,1.7672258121639494e-06,7.64221080011551e-07
train_steering_multistep,train,8,0.8,5630.7798833334,0.7999999999992724,0.0999999999994543,5630.775,4.883333400000001,0.0,0.0,-0.004481926623979581,2.5534828342915805e-06,0.00025959478917327375,-1.2699326052703042e-05,0.00025959476692666067,1.751763417878749e-06,1.7517634179659188e-06,7.374820630319658e-07
train_steering_multistep,train,9,0.9,5630.8798833334,0.8999999999996362,0.1000000000003638,5630.875,4.883333400000001,0.0,0.0,-0.004557225783105459,2.586187729781623e-06,0.0002589491414662205,-1.2698892922234456e-05,0.0002589491194417569,1.7343302518568748e-06,1.7343302518966329e-06,7.24684880710746e-07
train_steering_multistep,train,10,1.0,5630.979883333401,1.0,0.1000000000003638,5630.975,4.883333400000001,0.0,0.0,-0.004632587474171675,2.618900479826001e-06,0.0002583430474510022,-1.2698953884716696e-05,0.0002583430256562848,1.7162308929563608e-06,1.7162308929632042e-06,7.232817925981374e-07
train_steering_multistep,train,11,1.1,5631.0798833334,1.0999999999994543,0.0999999999994543,5631.075,4.883333400000001,0.0,0.0,-0.004708007868152737,2.651611446259432e-06,0.0002577740808566818,-1.2699011643411771e-05,0.00025777405929172523,1.6981309682861934e-06,1.6981309681954696e-06,7.24700804891904e-07
