epoch,train_loss,validation_loss
1,0.003997640402596088,0.0016539764338424992
2,0.0033097916374066074,0.001935970599919755
3,0.0027566743331255425,0.002559953727043807
4,0.0024136018917367908,0.0031655794117642403
5,0.002176110247494119,0.003064016182557762
6,0.0019066671443403148,0.0030851894199932796
7,0.001674402603956687,0.0030476711646683237
8,0.0014895639373997973,0.0032509455319544734
9,0.0013315786400537012,0.0031131029045686365
10,0.0012132324868439441,0.003101561415343716
11,0.0011180518596925458,0.002801360729915378
12,0.0010191057311818835,0.002597557415366567
13,0.0009485050352515688,0.002266153070132977
14,0.0008827613889325742,0.002145112492047642
15,0.000818123359167889,0.001812991476608264
16,0.0007744626771023936,0.0018096157756612673
17,0.0007244087554585592,0.001455535399125439
18,0.0006860032897875615,0.001342337387468593
19,0.000653184743977751,0.0012298436238169165
20,0.0006242669782613161,0.0011480856098126204
21,0.0005850203439095028,0.0011286135497775053
22,0.000559935020638784,0.0010076102336975333
23,0.0005407056591924351,0.0010098353951685502
24,0.0005140955278362224,0.0009614534993625256
25,0.0004889168752250588,0.000898728777809633
26,0.00046997033333210096,0.0009453823525981209
27,0.0004512924604803015,0.0008595677927557519
28,0.0004303679791513451,0.0007837338566681611
29,0.00041384926927424254,0.0008690493087880831
30,0.00040179191124595844,0.0007369808867770989
31,0.00038588895986693065,0.0007165161595556169
32,0.00037227098371056473,0.0007427689466192242
33,0.00036093605954013174,0.0007279127454316244
34,0.0003522685698343287,0.0007181141834181815
35,0.0003369238499735903,0.0007195536555415687
36,0.00033298702281009954,0.0006436460023889959
37,0.00032562894704395753,0.0006405423978587595
38,0.00031326572303986476,0.0006791392821728873
39,0.0003037531821095758,0.000644238675126034
40,0.00029442972836906246,0.0006183331962001018
41,0.00028907037194770803,0.0006262588936750116
42,0.0002843986768542439,0.0006402672100073408
43,0.0002801849259431385,0.000573819304182718
44,0.00027312719704698964,0.0005574863547967821
45,0.0002714972648247602,0.0005939793622388637
46,0.0002665564006937454,0.0005538940324262144
47,0.00025904409167324164,0.000536991111969545
48,0.0002553038745021127,0.0005332550836752971
49,0.00025070022722664675,0.0005056388116596347
50,0.0002484934048572923,0.0005576446477205491
51,0.00024271069993976813,0.0005113650366893709
52,0.00024333657769510036,0.0005049550185044297
53,0.00023931353758934552,0.0005034486183411586
54,0.0002373884292319417,0.0004773607849725147
55,0.0002335126736130162,0.0005128145429185247
56,0.00023683422445660681,0.0004624897717061832
57,0.00023164867889877575,0.00047455550828114063
58,0.00022986996023556823,0.00046429312103525263
59,0.00022709227551166323,0.00046830321492719577
60,0.00022394394579901104,0.0004283154184753211
61,0.00022408951599607658,0.0004132620257160154
62,0.00021859126529955917,0.00045002694645330133
63,0.00021956998827440106,0.00043560086604862124
64,0.00021909584959369793,0.0003892671606142016
65,0.00021583823216144755,0.0003989965863337671
66,0.00021369793639921695,0.0003753022789297385
67,0.0002111722268112253,0.0003850722208278533
68,0.00021248543303560726,0.00043393757488721386
69,0.00021145969627804723,0.00042067951339884793
70,0.0002093541824109081,0.0003857846520364686
71,0.00021194956967589344,0.00039585447949491877
72,0.0002074665925539674,0.00039947687386391456
73,0.00021227290002246547,0.00041091750089241875
74,0.0002089305069285688,0.0003835958685102381
75,0.00021325839632620834,0.0003601986912988966
76,0.0002041771800025918,0.000328109136163746
77,0.00020481798043741494,0.0003428027238654237
78,0.0002063325704127301,0.000389346174118864
79,0.00020171233547026896,0.0003343538271266507
80,0.00019986365523981227,0.00032898540668564654
81,0.00020008529576467007,0.0003461153239945538
82,0.00020071867633177928,0.00031134428204304134
83,0.00019801207924496003,0.0003155386086447461
84,0.00019854053775601944,0.000331538185381909
85,0.00019623291980145962,0.0003060112996043429
86,0.000196056672962157,0.00031357841944417624
87,0.00019660879199943286,0.00031520637314588784
88,0.000194855902946827,0.0003093869014204188
89,0.00019591844412290556,0.00028823610303303836
90,0.00019285464536615167,0.0003043508606706262
91,0.00019618594182201418,0.00030692538998398715
92,0.00019363534829955974,0.0002686188198142801
93,0.00020187853386545565,0.0003050373862994798
94,0.0001917062881684441,0.00028854820385036315
95,0.00019206391548097227,0.00030874714970782296
96,0.00019292354706458296,0.0002764877890673224
97,0.00018994791613770115,0.00027833363746960983
98,0.00018883564501294902,0.0002710737420504889
99,0.00019047610420187946,0.00026994527991528854
100,0.00019214240532326897,0.00027657684726284636
101,0.00018691871466506628,0.0002666465633185323
102,0.0001899408761435633,0.00026602954769955935
103,0.0001871677446230997,0.00025435517371463334
104,0.0001916104799416806,0.0002660444277008531
105,0.0001893953224688555,0.00025675589941666225
106,0.0001932682274843738,0.00023748422979560544
107,0.00019170734903087045,0.0002571841784079287
108,0.00018821034144838548,0.0002516857252642578
109,0.00018522787565931938,0.00025195393480135066
110,0.0001858074043819586,0.0002474888707183137
111,0.00018791445854615278,0.0002469260426734831
112,0.00018897888196890307,0.00027516536909726795
113,0.00018477117492236007,0.00023640891284986467
114,0.00018732095351531674,0.0002558949355626859
115,0.0001875364033922043,0.00024007718391959532
116,0.00018531459568299732,0.00025796665163194913
117,0.00019036571914181826,0.0002388379373632085
118,0.0001901336780276185,0.0002545112063162641
119,0.00018742069418120917,0.0002391223207168312
